Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open,Unix Date,Code,Company
2022-03-10,2403.95,2450.0,2329.25,2329.65,2425.562624254473,503,44,1220058.0,477,94.83,120.75,-74.29999999999973,1646870400.0,500041,BANNARI AMMAN SUGARS LTD
2022-03-10,2830.0,2866.55,2793.5,2837.1,2834.7315373896886,2153,585,6103177.0,1076,49.98,73.05000000000018,7.099999999999909,1646870400.0,500042,BASF INDIA LTD
2022-03-10,1800.0,1842.95,1800.0,1806.85,1824.350739299611,12850,1405,23442907.0,3601,28.02,42.950000000000045,6.849999999999909,1646870400.0,500043,BATA INDIA LTD
2022-03-10,1448.3,1503.55,1436.65,1474.6,1478.1132983691357,13919,1428,20573859.0,5718,41.08,66.89999999999986,26.299999999999955,1646870400.0,500048,BEML LTD
2022-03-10,225.95,226.4,215.7,216.8,220.85727221727623,327988,5049,72438535.0,93654,28.55,10.700000000000017,-9.149999999999977,1646870400.0,500049,BHARAT ELECTRONICS LTD
2022-03-10,133.4,133.4,130.0,130.75,131.41721683515576,96940,1795,12739585.0,39408,40.65,3.4000000000000057,-2.6500000000000057,1646870400.0,500052,BHANSALI ENGINEERING POLYMERS LTD
2022-03-10,146.0,168.0,142.25,165.1,157.12161199566336,446428,7316,70143487.0,164300,36.8,25.75,19.099999999999994,1646870400.0,500060,BIRLA CABLE LTD
2022-03-10,998.2,1001.55,966.3,981.3,984.7325712850145,7961,1150,7839456.0,4263,53.55,35.25,-16.90000000000009,1646870400.0,500067,BLUE STAR LTD
2022-03-10,5965.55,5965.55,5751.0,5825.0,5888.940054495913,367,41,2161241.0,288,78.47,214.55000000000018,-140.55000000000018,1646870400.0,500068,DISA INDIA LTD
2022-03-10,260.0,268.85,259.95,267.0,260.640866873065,646,28,168374.0,638,98.76,8.900000000000034,7.0,1646870400.0,500069,BNK CAPITAL MARKETS LTD
2022-03-10,60.0,60.8,55.3,56.0,58.169301748327214,37064,687,2155987.0,26294,70.94,5.5,-4.0,1646870400.0,500074,BPL LTD
2022-03-10,660.0,694.7,631.75,661.65,676.9573439798277,4759,587,3221640.0,3056,64.22,62.950000000000045,1.6499999999999773,1646870400.0,500078,ORIENTAL AROMATICS LTD
2022-03-10,12.9,12.9,12.0,12.12,12.355287598291127,64604,265,798201.0,41002,63.47,0.9000000000000004,-0.7800000000000011,1646870400.0,500083,CENTURY EXTRUSIONS LTD
2022-03-10,80.7,80.7,78.8,79.35,79.72020501061817,413442,1846,32959681.0,335437,81.13,1.9000000000000057,-1.3500000000000085,1646870400.0,500084,CESC LTD
2022-03-10,406.0,416.7,399.3,414.1,410.057621327484,94826,2119,38884124.0,19149,20.19,17.399999999999977,8.100000000000023,1646870400.0,500085,CHAMBAL FERTILISERS  CHEMICALS LTD
2022-03-10,151.9,153.7,149.95,151.15,151.59615609926337,401155,6400,60813556.0,139399,34.75,3.75,-0.75,1646870400.0,500086,EXIDE INDUSTRIES LTD
2022-03-10,984.9,992.5,976.15,986.8,984.5187774506095,60791,2812,59849881.0,13584,22.35,16.350000000000023,1.8999999999999773,1646870400.0,500087,CIPLA LTD
2022-03-10,379.0,379.0,367.05,368.4,372.67391304347825,920,92,342860.0,839,91.2,11.949999999999989,-10.600000000000023,1646870400.0,500089,DIC INDIA LTD
2022-03-10,2788.0,2854.2,2779.0,2789.95,2819.547152194211,2142,811,6039470.0,801,37.39,75.19999999999982,1.949999999999818,1646870400.0,500092,CRISIL LTD
2022-03-10,173.0,173.75,166.5,167.35,170.47322201346816,142113,2366,24226461.0,83606,58.83,7.25,-5.650000000000006,1646870400.0,500093,CG POWER AND INDUSTRIAL SOLUTIONS LTD
2022-03-10,534.6,547.4,531.45,546.15,539.3226107532536,152140,4360,82052542.0,103399,67.96,15.949999999999932,11.549999999999955,1646870400.0,500096,DABUR INDIA LTD
2022-03-10,454.9,455.0,432.2,440.9,444.5641180012041,18271,1124,8122631.0,6609,36.17,22.80000000000001,-14.0,1646870400.0,500097,DALMIA BHARAT SUGAR AND INDUSTRIES LTD
2022-03-10,119.8,126.4,114.45,115.05,120.89592129455819,519405,7224,62793946.0,110457,21.27,11.950000000000003,-4.75,1646870400.0,500101,ARVIND LTD
2022-03-10,1.08,1.09,0.99,0.99,1.0102320516295917,8993602,872,9085625.0,8993602,100.0,0.10000000000000009,-0.09000000000000008,1646870400.0,500102,BALLARPUR INDUSTRIES LTD
2022-03-10,51.6,52.3,50.7,51.1,51.61064427193472,2755529,9747,142214627.0,676053,24.53,1.5999999999999943,-0.5,1646870400.0,500103,BHARAT HEAVY ELECTRICALS LTD
2022-03-10,275.05,289.0,275.05,279.95,282.3012068847288,349992,5652,98803164.0,37012,10.58,13.949999999999989,4.899999999999977,1646870400.0,500104,HINDUSTAN PETROLEUM CORPORATION LTD
2022-03-10,12.5,12.85,12.35,12.49,12.583276860998115,1100834,1669,13852099.0,435889,39.6,0.5,-0.009999999999999787,1646870400.0,500106,IFCI LTD
2022-03-10,25.6,25.6,24.0,24.1,24.66569054620412,409444,1829,10099219.0,216843,52.96,1.6000000000000014,-1.5,1646870400.0,500108,MAHANAGAR TELEPHONE NIGAM LTD
2022-03-10,43.4,45.05,43.1,43.9,44.073955908137165,173955,1424,7666885.0,55884,32.13,1.9499999999999957,0.5,1646870400.0,500109,MANGALORE REFINERY  PETROCHEMICALS LTD
2022-03-10,129.8,129.8,122.15,124.0,124.96943767722352,200312,3609,25032878.0,104214,52.03,7.650000000000006,-5.800000000000011,1646870400.0,500110,CHENNAI PETROLEUM CORPORATION LTD
2022-03-10,13.2,13.42,12.91,13.04,13.143595207292222,236526,773,3108802.0,148977,62.99,0.5099999999999998,-0.16000000000000014,1646870400.0,500111,RELIANCE CAPITAL LTD
2022-03-10,468.7,476.5,461.85,468.6,469.9297580135701,2110077,38536,991587974.0,549848,26.06,14.649999999999977,-0.0999999999999659,1646870400.0,500112,STATE BANK OF INDIA
2022-03-10,98.8,99.5,96.6,99.1,98.07204383487735,1749657,7939,171592438.0,316736,18.1,2.9000000000000057,0.29999999999999716,1646870400.0,500113,STEEL AUTHORITY OF INDIA LTD
2022-03-10,2517.6,2517.6,2446.35,2467.0,2476.793145463634,32008,2933,79277195.0,7809,24.4,71.25,-50.59999999999991,1646870400.0,500114,TITAN COMPANY LIMITED
2022-03-10,43.6,44.25,42.85,43.0,43.58975367526786,785589,2522,34243631.0,321408,40.91,1.3999999999999986,-0.6000000000000014,1646870400.0,500116,IDBI BANK LTD
2022-03-10,41.45,42.05,40.65,41.3,41.81171130857253,312860,1547,13081212.0,167858,53.65,1.3999999999999986,-0.15000000000000568,1646870400.0,500117,DCW LTD
2022-03-10,428.0,437.5,420.1,422.8,428.8703311042244,49048,1754,21035232.0,9685,19.75,17.399999999999977,-5.199999999999989,1646870400.0,500119,DHAMPUR SUGAR MILLS LTD
2022-03-10,272.0,281.0,271.3,273.05,276.61671172911036,7767,134,2148482.0,5472,70.45,9.699999999999989,1.0500000000000114,1646870400.0,500120,DIAMINES  CHEMICALS LTD
2022-03-10,3350.0,3350.0,3284.9,3313.1,3321.3718411552345,277,63,920020.0,218,78.7,65.09999999999991,-36.90000000000009,1646870400.0,500123,ELANTAS BECK INDIA LTD
2022-03-10,3999.0,3999.0,3872.8,3894.15,3930.7680636430737,12193,1833,47927855.0,3426,28.1,126.19999999999982,-104.84999999999991,1646870400.0,500124,DRREDDYS LABORATORIES LTD
2022-03-10,409.1,415.8,406.25,408.35,411.05334294467474,44392,1475,18247480.0,23282,52.45,9.550000000000011,-0.75,1646870400.0,500125,EIDPARRY INDIA LTD
2022-03-10,4495.0,4582.4,4495.0,4561.25,4546.547872340426,564,295,2564253.0,361,64.01,87.39999999999964,66.25,1646870400.0,500126,PROCTER  GAMBLE HEALTH LTD
2022-03-10,38.1,39.1,37.85,38.35,38.50764486701786,101179,717,3896165.0,50748,50.16,1.25,0.25,1646870400.0,500128,ELECTROSTEEL CASTINGS LTD
2022-03-10,3010.9,3122.9,2902.15,2919.15,3033.1207792207792,770,386,2335503.0,360,46.75,220.75,-91.75,1646870400.0,500133,ESAB INDIA LTD
2022-03-10,159.95,182.25,158.8,175.65,175.95958096700804,174497,4844,30704419.0,36355,20.83,23.44999999999999,15.700000000000017,1646870400.0,500135,EPL LTD
2022-03-10,125.0,129.3,125.0,126.3,126.80130444910318,4293,287,544358.0,2639,61.47,4.300000000000011,1.2999999999999972,1646870400.0,500136,ESTER INDUSTRIES LTD
2022-03-10,110.05,113.2,104.2,113.2,111.63045851528385,1832,67,204507.0,1322,72.16,9.0,3.1500000000000057,1646870400.0,500143,PH CAPITAL LTD
2022-03-10,399.95,414.0,387.65,393.35,397.0341789201931,17818,1295,7074355.0,5744,32.24,26.350000000000023,-6.599999999999966,1646870400.0,500144,FINOLEX CABLES LTD
2022-03-10,1688.0,1688.0,1602.05,1613.1,1641.8418254319893,2257,106,3705637.0,1626,72.04,85.95000000000005,-74.90000000000009,1646870400.0,500147,JOHN COCKERILL INDIA LTD
2022-03-10,519.6,524.95,511.15,515.15,517.6987870619946,7420,650,3841325.0,1544,20.81,13.800000000000068,-4.4500000000000455,1646870400.0,500148,UFLEX LTD
2022-03-10,1345.0,1360.55,1319.1,1321.1,1331.7619047619048,105,62,139835.0,89,84.76,41.450000000000045,-23.90000000000009,1646870400.0,500150,FOSECO INDIA LTD
2022-03-10,101.0,104.3,99.0,100.6,102.15460526315789,6080,109,621100.0,5490,90.3,5.299999999999997,-0.4000000000000057,1646870400.0,500151,GOLDEN TOBACCO LTD
2022-03-10,100.9,101.5,98.4,99.8,100.30829687246799,12342,378,1238005.0,8479,68.7,3.0999999999999943,-1.1000000000000085,1646870400.0,500153,GANESH BENZOPLAST LTD
2022-03-10,78.7,78.7,72.6,77.45,76.75315729047072,1742,39,133704.0,1164,66.82,6.1000000000000085,-1.25,1646870400.0,500159,METROGLOBAL LIMITED
2022-03-10,14.65,14.7,13.65,13.9,14.116518982765685,871343,1698,12300330.0,640562,73.51,1.049999999999999,-0.75,1646870400.0,500160,GTL LTD
2022-03-10,1019.6,1029.0,998.65,1013.55,1014.0678899082569,2725,441,2763335.0,1464,53.72,30.350000000000023,-6.050000000000068,1646870400.0,500163,GODFREY PHILLIPS INDIA LTD
2022-03-10,524.8,524.8,507.75,510.4,510.83158289572395,2666,254,1361877.0,1576,59.11,17.049999999999955,-14.399999999999977,1646870400.0,500164,GODREJ INDUSTRIES LTD
2022-03-10,458.0,459.15,446.1,451.4,452.3141512298816,19758,1512,8936823.0,10824,54.78,13.049999999999955,-6.600000000000023,1646870400.0,500165,KANSAI NEROLAC PAINTS LTD
2022-03-10,198.0,202.5,197.1,199.6,199.8012093023256,10750,91,2147863.0,9807,91.23,5.400000000000006,1.5999999999999943,1646870400.0,500166,GOODRICKE GROUP LTD
2022-03-10,930.0,949.0,898.65,904.45,912.9208672086721,1845,283,1684339.0,1329,72.03,50.35000000000002,-25.549999999999955,1646870400.0,500168,GOODYEAR INDIA LTD
2022-03-10,51.0,53.0,50.05,51.0,51.64311111111111,13500,80,697182.0,13500,100.0,2.950000000000003,0.0,1646870400.0,500170,GTN INDUSTRIES LTD
2022-03-10,470.0,476.75,458.15,463.95,468.34751187280614,29058,1347,13609242.0,10267,35.33,18.600000000000023,-6.050000000000011,1646870400.0,500171,GHCL LTD
2022-03-10,63.5,63.5,61.7,61.7,62.5443061149762,5462,125,341617.0,4662,85.35,1.7999999999999972,-1.7999999999999972,1646870400.0,500173,GFL LTD
2022-03-10,2.09,2.31,2.09,2.31,2.1576923076923076,1300,5,2805.0,1300,100.0,0.2200000000000002,0.2200000000000002,1646870400.0,500174,GUJARAT LEASE FINANCING LTD
2022-03-10,20.25,20.5,20.1,20.5,20.354612304796543,62691,248,1276051.0,38417,61.28,0.3999999999999986,0.25,1646870400.0,500179,HCL INFOSYSTEMS LTD
2022-03-10,1426.3,1426.3,1380.2,1392.1,1408.7609842831982,297516,13471,419128933.0,162416,54.59,46.09999999999991,-34.200000000000045,1646870400.0,500180,HDFC BANK LTD
2022-03-10,2360.0,2408.0,2313.3,2320.6,2348.8163130488847,25734,2566,60444439.0,7924,30.79,94.69999999999982,-39.40000000000009,1646870400.0,500182,HERO MOTOCORP LTD
2022-03-10,75.9,76.6,72.85,73.45,74.98625386346609,1352089,5939,101388089.0,277402,20.52,3.75,-2.450000000000003,1646870400.0,500183,HFCL LTD
2022-03-10,58.45,59.7,57.25,57.65,58.47094492258763,1665819,9195,97402011.0,344159,20.66,2.450000000000003,-0.8000000000000043,1646870400.0,500184,HIMADRI SPECIALITY CHEMICAL LTD
2022-03-10,16.0,16.1,15.2,15.35,15.697489327328181,1286229,1965,20190566.0,656920,51.07,0.9000000000000021,-0.6500000000000004,1646870400.0,500185,HINDUSTAN CONSTRUCTION COLTD
2022-03-10,208.25,232.65,208.25,222.35,224.4231146867363,462390,7894,103771004.0,156905,33.93,24.400000000000006,14.099999999999994,1646870400.0,500186,HINDUSTAN OIL EXPLORATION COLTD
2022-03-10,285.0,306.5,284.15,300.5,299.28360088133456,28593,1593,8557416.0,11892,41.59,22.350000000000023,15.5,1646870400.0,500187,HSIL LTD
2022-03-10,318.0,320.55,312.35,312.95,314.9926388911915,120634,4512,37998822.0,56654,46.96,8.199999999999989,-5.050000000000011,1646870400.0,500188,HINDUSTAN ZINC LTD
2022-03-10,394.8,398.05,391.05,393.75,395.1625615763547,406,82,160436.0,297,73.15,7.0,-1.0500000000000114,1646870400.0,500189,NXTDIGITAL LTD
2022-03-10,29.95,29.95,28.0,29.9,29.39808274470232,7928,79,233068.0,7928,100.0,1.9499999999999993,-0.05000000000000071,1646870400.0,500191,HMT LTD
2022-03-10,3.35,3.54,3.22,3.54,3.364130434782609,38088,148,128133.0,38088,100.0,0.31999999999999984,0.18999999999999995,1646870400.0,500192,PRAG BOSIMI SYNTHETICS LTD
2022-03-10,9.7,9.73,9.6,9.73,9.710946408209805,31572,31,306594.0,31566,99.98,0.13000000000000078,0.030000000000001137,1646870400.0,500193,HLV LTD
2022-03-10,685.35,692.9,678.15,680.65,684.951471150172,2617,385,1792518.0,1174,44.86,14.75,-4.7000000000000455,1646870400.0,500199,I G PETROCHEMICALS LTD
2022-03-10,842.15,852.55,825.0,830.45,836.469174949692,16399,1338,13717258.0,6498,39.62,27.549999999999955,-11.699999999999932,1646870400.0,500201,INDIA GLYCOLS LTD
2022-03-10,26.6,27.95,26.6,26.65,27.398520084566595,946,12,25919.0,846,89.43,1.3499999999999979,0.04999999999999716,1646870400.0,500206,MARGO FINANCE LIMITED
2022-03-10,68.0,68.95,64.7,65.5,67.26893444381595,51269,899,3448811.0,18700,36.47,4.25,-2.5,1646870400.0,500207,INDO RAMA SYNTHETICS INDIA LTD
2022-03-10,1838.0,1847.7,1810.1,1824.8,1822.2007611997417,334472,21354,609475133.0,169691,50.73,37.600000000000136,-13.200000000000045,1646870400.0,500209,INFOSYS LTD
2022-03-10,1368.0,1378.0,1347.25,1354.25,1360.7630573248407,1570,489,2136398.0,802,51.08,30.75,-13.75,1646870400.0,500210,INGERSOLLRAND INDIA LTD
2022-03-10,7.1,7.36,7.1,7.33,7.296275133030963,56002,115,408606.0,51615,92.17,0.2600000000000007,0.23000000000000043,1646870400.0,500211,INSILCO LTD
2022-03-10,104.95,107.1,104.95,107.1,107.05696586906352,8233,38,881400.0,8233,100.0,2.1499999999999915,2.1499999999999915,1646870400.0,500213,INTERNATIONAL TRAVEL HOUSE LTD
2022-03-10,1850.0,1850.0,1795.05,1822.95,1814.631423411591,6091,1105,11052920.0,3485,57.22,54.950000000000045,-27.049999999999955,1646870400.0,500214,ION EXCHANGE INDIA LTD
2022-03-10,859.9,859.9,834.0,839.4,849.6,75,45,63720.0,61,81.33,25.899999999999977,-20.5,1646870400.0,500215,AGRO TECH FOODS LTD
2022-03-10,41.0,42.1,40.4,40.7,41.089694843767944,478935,1983,19679293.0,221423,46.23,1.7000000000000028,-0.29999999999999716,1646870400.0,500219,JAIN IRRIGATION SYSTEMS LTD
2022-03-10,170.0,174.95,165.0,166.2,169.32553727149997,27407,484,4640705.0,16165,58.98,9.949999999999989,-3.8000000000000114,1646870400.0,500220,JASCH INDUSTRIES LTD
2022-03-10,4.51,4.51,4.51,4.51,4.5099994293028525,367971,295,1659549.0,367971,100.0,0.0,0.0,1646870400.0,500223,JCT LTD
2022-03-10,1048.15,1051.8,1023.2,1031.5,1039.7457796257797,12025,726,12502943.0,5367,44.63,28.59999999999991,-16.65000000000009,1646870400.0,500227,JINDAL POLY FILMS LTD
2022-03-10,630.0,652.0,624.0,650.75,640.6075010833397,251537,6697,161136489.0,61822,24.58,28.0,20.75,1646870400.0,500228,JSW STEEL LTD
2022-03-10,68.4,68.55,65.5,65.95,66.59367441860465,5375,172,357941.0,3543,65.92,3.049999999999997,-2.450000000000003,1646870400.0,500231,UMANG DAIRIES LTD
2022-03-10,938.7,992.0,914.9,982.65,961.9432611257138,33099,2634,31839360.0,10199,30.81,77.10000000000002,43.94999999999993,1646870400.0,500233,KAJARIA CERAMICS LTD
2022-03-10,226.25,226.25,218.2,220.15,221.72856362643364,1831,136,405985.0,1111,60.68,8.050000000000011,-6.099999999999994,1646870400.0,500234,KAKATIYA CEMENT SUGAR  INDUSTRIES LTD
2022-03-10,305.05,307.2,302.0,303.9,304.73826127382614,2151,178,655492.0,1455,67.64,5.199999999999989,-1.150000000000034,1646870400.0,500235,KALYANI STEELS LTD
2022-03-10,3.77,3.78,3.64,3.78,3.7408595002541745,25573,129,95665.0,21062,82.36,0.13999999999999968,0.009999999999999787,1646870400.0,500236,KANEL INDUSTRIES LIMITED
2022-03-10,1640.0,1643.3,1591.7,1605.25,1613.98100215186,16265,2133,26251401.0,8925,54.87,51.59999999999991,-34.75,1646870400.0,500238,WHIRLPOOL OF INDIA LTD
2022-03-10,43.2,43.85,42.0,42.95,43.53702906350915,18580,108,808918.0,17872,96.19,1.8500000000000014,-0.25,1646870400.0,500239,KG DENIM LTD
2022-03-10,93.0,94.35,87.25,90.75,92.26540511727079,18760,182,1730899.0,18760,100.0,7.099999999999994,-2.25,1646870400.0,500240,KINETIC ENGINEERING LTD
2022-03-10,308.0,308.8,298.6,300.0,303.7620922384702,1778,239,540089.0,1483,83.41,10.199999999999989,-8.0,1646870400.0,500241,KIRLOSKAR BROTHERS LTD
2022-03-10,1442.0,1442.0,1359.5,1384.25,1395.5707762557079,219,101,305630.0,195,89.04,82.5,-57.75,1646870400.0,500243,KIRLOSKAR INDUSTRIES LTD
2022-03-10,195.0,196.75,186.9,187.35,191.53135522912498,20491,1091,3924669.0,8945,43.65,9.849999999999994,-7.650000000000006,1646870400.0,500245,KIRLOSKAR FERROUS INDUSTRIES LTD
2022-03-10,27.0,27.0,24.65,25.25,25.547701949860723,2872,32,73373.0,2541,88.47,2.3500000000000014,-1.75,1646870400.0,500246,ENVAIR ELECTRODYNE LTD
2022-03-10,1798.0,1812.8,1736.0,1753.75,1781.7435907633812,125717,8879,223995459.0,39693,31.57,76.79999999999995,-44.25,1646870400.0,500247,KOTAK MAHINDRA BANK LTD
2022-03-10,8.19,8.19,7.41,8.19,8.112903225806452,124,7,1006.0,124,100.0,0.7799999999999994,0.0,1646870400.0,500248,KRISHNA FILAMENT INDUSTRIES LTD
2022-03-10,1122.45,1122.45,1089.05,1094.6,1101.5971189591078,2152,556,2370637.0,1222,56.78,33.40000000000009,-27.850000000000136,1646870400.0,500249,KSB LTD
2022-03-10,574.0,574.0,554.0,563.75,562.751313755796,6470,896,3641001.0,1761,27.22,20.0,-10.25,1646870400.0,500250,LGBALAKRISHNAN  BROSLTD
2022-03-10,1151.0,1162.25,1139.1,1150.0,1150.467223544865,48724,1135,56055365.0,36634,75.19,23.15000000000009,-1.0,1646870400.0,500251,TRENT LTD
2022-03-10,10300.0,10434.55,10000.0,10029.35,10192.389705882353,408,298,4158495.0,151,37.01,434.5499999999993,-270.64999999999964,1646870400.0,500252,LAKSHMI MACHINE WORKS LTD
2022-03-10,358.7,360.65,351.0,353.25,356.037191589353,123415,2411,43940330.0,32612,26.42,9.649999999999977,-5.449999999999989,1646870400.0,500253,LIC HOUSING FINANCE LTD
2022-03-10,751.0,752.15,736.4,739.4,743.3088943322916,35517,2182,26400102.0,10870,30.6,15.75,-11.600000000000023,1646870400.0,500257,LUPIN LTD
2022-03-10,149.7,149.7,138.65,139.55,144.65176076020123,5367,78,776346.0,5367,100.0,11.049999999999983,-10.149999999999977,1646870400.0,500259,LYKA LABS LTD
2022-03-10,756.0,756.0,726.0,734.15,741.2127909908396,71394,1312,52918146.0,17571,24.61,30.0,-21.850000000000023,1646870400.0,500260,THE RAMCO CEMENTS LIMITED
2022-03-10,162.0,169.95,162.0,166.0,164.37295476419635,2078,21,341567.0,2078,100.0,7.949999999999989,4.0,1646870400.0,500264,MAFATLAL INDUSTRIES LTD
2022-03-10,524.7,546.8,524.7,537.9,538.5461458242809,23014,942,12394101.0,14845,64.5,22.09999999999991,13.199999999999932,1646870400.0,500265,MAHARASHTRA SEAMLESS LTD
2022-03-10,3506.25,3600.0,3384.35,3404.4,3459.4453012048193,2075,433,7178349.0,1239,59.71,215.6500000000001,-101.84999999999991,1646870400.0,500266,MAHARASHTRA SCOOTERS LTD
2022-03-10,135.0,135.0,132.05,134.35,133.4304600740349,1891,53,252317.0,1652,87.36,2.9499999999999886,-0.6500000000000057,1646870400.0,500267,MAJESTIC AUTO LTD
2022-03-10,105.0,108.6,100.75,103.1,105.03498790430965,89288,2182,9378364.0,49071,54.96,7.849999999999994,-1.9000000000000057,1646870400.0,500268,MANALI PETROCHEMICAL LTD
2022-03-10,811.9,811.9,770.0,775.8,790.7990524424114,12242,803,9680962.0,1789,14.61,41.89999999999998,-36.10000000000002,1646870400.0,500271,MAX FINANCIAL SERVICES LTD
2022-03-10,19.8,20.55,19.4,20.25,20.0726330994282,116999,619,2348478.0,79372,67.84,1.1500000000000021,0.4499999999999993,1646870400.0,500279,MIRC ELECTRONICS LTD
2022-03-10,538.65,544.05,525.95,535.4,536.9539773277783,20642,791,11083804.0,3746,18.15,18.09999999999991,-3.25,1646870400.0,500280,CENTURY ENKA LTD
2022-03-10,86.05,87.45,85.0,86.9,85.98519249753208,4052,42,348412.0,4052,100.0,2.450000000000003,0.8500000000000085,1646870400.0,500284,LORDS CHLORO ALKALI LTD
2022-03-10,62.7,62.7,60.15,60.85,61.153226544294505,3628712,3867,221907447.0,3149289,86.79,2.5500000000000043,-1.8500000000000014,1646870400.0,500285,SPICEJET LTD
2022-03-10,42.1,43.0,41.8,42.05,42.383889221602864,260484,3042,11040325.0,94056,36.11,1.2000000000000028,-0.05000000000000426,1646870400.0,500288,MOREPEN LABORATORIES LTD
2022-03-10,66850.0,67464.65,66504.0,66862.75,66956.91818181818,330,233,22095783.0,116,35.15,960.6499999999942,12.75,1646870400.0,500290,MRF LTD
2022-03-10,192.6,197.0,191.6,195.7,194.76817573595005,8968,462,1746681.0,4783,53.33,5.400000000000006,3.0999999999999943,1646870400.0,500292,HEIDELBERGCEMENT INDIA LTD
2022-03-10,64.05,64.5,62.0,63.4,63.71856939421053,396755,2714,25280661.0,174596,44.01,2.5,-0.6499999999999986,1646870400.0,500294,NCC LIMITED
2022-03-10,372.0,379.4,363.7,377.85,371.7557055669109,696688,12568,258997739.0,205684,29.52,15.699999999999989,5.850000000000023,1646870400.0,500295,VEDANTA LIMITED
2022-03-10,496.2,518.2,496.2,516.9,509.24460535843593,6905,172,3516334.0,6905,100.0,22.000000000000057,20.69999999999999,1646870400.0,500296,NAHAR SPINNING MILLS LTD
